forpoang,rec_gate,hylla_ny,struktur_kill,v23_status,v23_fel,src,kluster,namn,koncept,goods_id,url_se,alt_ids,dna,tier,elim,orsak,rec,rec_kalla,pris_usd,temu_pris_sek,vart_pris,golv_namn,golv_pris,ankare_namn,ankare_pris,se_pris,q4,hook,risk,temu_hamtad
30.0,?,?,False,,,dataset(V2.1),pool,"Inflatable swimming pool winter cover pillow, durable PVC, cold-resistant, blue, support cushion for above-ground pools ",Vintertäcket på ovanmarkpool,601099736384653,https://www.temu.com/se/g-601099736384653.html,,30.0,ELIM,economics,,,,,,,Poolshoppar 'iskudde' ~150–300 kr enligt kännedom — ej verifierad,,,,,,,Pris.,False
30.0,?,?,False,,,dataset(V2.1),tomt,"Heavy Duty Rust-Proof Automatic Gate Spring Closer, self-closing, 8 in, for wooden fence and pool gates (ur sökutdrag)",Trädgårdsgrinden,601099534211372,https://www.temu.com/se/g-601099534211372.html,,30.0,ELIM,shelf,Fjäderstängare i samma form säljs av Jula och Biltema (ur minne) för < 150 kr — och Temu-priset lär ligga < 60 kr → inget prisutrymme,,,,,,Jula/Biltema (grindfjäder/dörrfjäder),,,,,,,Hyllan + prisgolv,False
30.0,?,?,False,,,dataset(V2.1),tomt,"11.5"" Heavy Duty Self-Closing Gate Spring, adjustable, wooden/vinyl fences (ur sökutdrag)",Trädgårdsgrinden,601101455895551,https://www.temu.com/se/g-601101455895551.html,,30.0,ELIM,shelf,Samma form hos Jula/Biltema (ur minne),,,,,,Jula/Biltema (grindfjäder/dörrfjäder),,,,,,,Hyllan,False
30.0,?,?,False,,,dataset(V2.1),tomt,"50pcs High Visibility Orange Fiberglass Driveway Markers 48"" Reflective Snow Stakes 5/16"" (ur sökutdrag)",Uppfarten / infartens kant,601099763267936,https://www.temu.com/se/g-601099763267936.html,,30.0,ELIM,shelf,"Samma form (PP/fiberglas-käpp med reflex) på Granngården, verifierat; Biltema/Jula ur minne",,,,,,"Granngården (Bergman Plast PP 200 cm, Millarco WorkIT PP 200 cm, Millarco bambu ",,,,,,,Hyllan,False
30.0,?,?,False,,,v22/fas2/hus.json,hus,"4pcs Gutter Filter Strainer Guard, Pipe Filter, Leaf Debris Drain Cover, Downspout Protectors",lovsil-stuprorsgaller,601099528313858,https://www.temu.com/se/g-601099528313858.html,,30.0,ELIM,shelf,FAIL,,,,,,,,Biltema Lövskydd för hängränna (Ø 100 / Ø 120),,,,Rinner stupröret över när det regnar?,Biltema och Jula täcker formen fullständigt. Redan fallen i V2.,False
30.0,?,?,False,,,dataset(V2.1),vatten,3x4 Type-A gutter downspout extension with leaf guard,Stuprörets nedre utkast,601102767033167,https://www.temu.com/se/g-601102767033167.html,,30.0,ELIM,variant,Passar 3x4 tum rektangulära USA-stuprör; svenska stuprör är runda 75/87/100 mm,,,,,,"Biltema/Jula (stuprörsutkastare, obekräftat minne)",,,,,,,Passar inte svenska runda stuprör.,False
30.0,?,?,False,,,dataset(V2.1),vatten,2-pack IBC tote adapter 2 NPT fine thread to 3/4 garden hose valve,IBC-tankens S60-utlopp,601099567493037,https://www.temu.com/se/g-601099567493037.html,,30.0,ELIM,shelf,Redan testad kategori: IBC-kranadapter/4-vägs fördelare är butiksprodukter; 4-vägs kran förlorade mot Gardena,,,,,,Bäverbutiken säljer redan IBC-kranadapter och 4-vägs fördelare (butiksprodukter),,,,,,,Redan i butiken.,False
30.0,?,?,False,,,dataset(V2.1),vatten,IBC tote tank adapter connector with spigot 3/4,IBC-tankens S60-utlopp,601099578146676,https://www.temu.com/se/g-601099578146676.html,,30.0,ELIM,shelf,Redan testad kategori: IBC-kranadapter/4-vägs fördelare är butiksprodukter; 4-vägs kran förlorade mot Gardena,,,,,,Bäverbutiken säljer redan IBC-kranadapter och 4-vägs fördelare (butiksprodukter),,,,,,,Redan i butiken.,False
30.0,?,?,False,,,dataset(V2.1),vatten,IBC S60 dual outlet splitter valve with filter (uk),IBC-tankens S60-utlopp,601099587160515,https://www.temu.com/se/g-601099587160515.html,,30.0,ELIM,shelf,Redan testad kategori: IBC-kranadapter/4-vägs fördelare är butiksprodukter; 4-vägs kran förlorade mot Gardena,,,,,,Bäverbutiken säljer redan IBC-kranadapter och 4-vägs fördelare (butiksprodukter),,,,,,,Redan i butiken.,False
30.0,?,?,False,,,dataset(V2.1),vatten,pool leaf net cover with rope winter rectangle,Pool (över/nedgrävd),601099595155681,https://www.temu.com/se/g-601099595155681.html,,30.0,ELIM,variant,"8 storlekar i fot/tum, kunden måste mäta",,,,,,"Biltema/Jula/Rusta (pooltäcken vinter, obekräftat minne)",,,,,,,Storlekar + befintligt vintertäcke.,False
30.0,?,?,False,,,dataset(V2.1),vatten,8 sizes leaf net cover pool winter,Pool (över/nedgrävd),601099711438229,https://www.temu.com/se/g-601099711438229.html,,30.0,ELIM,variant,"8 storlekar i fot/tum, kunden måste mäta",,,,,,"Biltema/Jula/Rusta (pooltäcken vinter, obekräftat minne)",,,,,,,Storlekar + befintligt vintertäcke.,False
30.0,?,?,False,,,dataset(V2.1),vatten,net cover leaf netting rectangle pools (uk),Pool (över/nedgrävd),601099527314189,https://www.temu.com/se/g-601099527314189.html,,30.0,ELIM,variant,"8 storlekar i fot/tum, kunden måste mäta",,,,,,"Biltema/Jula/Rusta (pooltäcken vinter, obekräftat minne)",,,,,,,Storlekar + befintligt vintertäcke.,False
30.0,?,?,False,,,dataset(V2.1),vatten,large stainless steel drain cover leaf guard outdoor,Dagvattenbrunn/golvbrunn ute,601099553754940,https://www.temu.com/se/g-601099553754940.html,,30.0,C,variant,"Svenska brunnsgaller är runda 200/315/400 mm eller 250x250 betong — USA-mått passar inte, kunden måste mäta",,,,,,UNKNOWN,,,,,,,Passar inte svenska brunnar.,False
30.0,?,?,False,,,dataset(V2.1),vatten,stainless steel drain cover leaf guard square grid (de),Dagvattenbrunn/golvbrunn ute,601099602765546,https://www.temu.com/se/g-601099602765546.html,,30.0,ELIM,variant,"Svenska brunnsgaller är runda 200/315/400 mm eller 250x250 betong — USA-mått passar inte, kunden måste mäta",,,,,,UNKNOWN,,,,,,,Passar inte svenska brunnar.,False
30.0,?,?,False,,,dataset(V2.1),vatten,outdoor drain cover 19.7x19.7 cast iron grate USA,Dagvattenbrunn/golvbrunn ute,601099581150578,https://www.temu.com/se/g-601099581150578.html,,30.0,ELIM,variant,"Svenska brunnsgaller är runda 200/315/400 mm eller 250x250 betong — USA-mått passar inte, kunden måste mäta",,,,,,UNKNOWN,,,,,,,Passar inte svenska brunnar.,False
30.0,?,?,False,,,dataset(V2.1),ved,"Vedbärare canvas XL, förstärkta handtag",veden / kaminen,601099780785804,https://www.temu.com/se/g-601099780785804.html,,30.0,ELIM,shelf,"Vedbärare i canvas säljs av Jula, Clas Ohlson, Rusta och Biltema för ~99–199 kr (ur minne, hög säkerhet) — samma form. Mass-commodity. EJ VERIFIERAD 2026-09-04: WebSearch-budgeten var slut och Jula/Biltema/Rusta/Clas Ohlson/Bauhaus svarade 403/404/JS-skal på direktanrop. Hyllbedömningen är ur minne ",,,,,,UNKNOWN,,,,,,,Hyllan.,False
30.0,?,?,False,,,dataset(V2.1),ved,"1st, vattentät canvas stock tygväska, vedbärare (Temu-titel, läst 01:00 UTC innan blockeringen)",veden / kaminen,601099518526144,https://www.temu.com/se/g-601099518526144.html,,30.0,ELIM,shelf,"Som #6 — samma form hos alla fyra kedjor (ur minne). EJ VERIFIERAD 2026-09-04: WebSearch-budgeten var slut och Jula/Biltema/Rusta/Clas Ohlson/Bauhaus svarade 403/404/JS-skal på direktanrop. Hyllbedömningen är ur minne och markerad så. Ad Library SE (Meta MCP, aktiva annonser) är verifierad.",,,,44.99,162,UNKNOWN,,,,,,,Hyllan + priset.,False
30.0,?,?,False,,,dataset(V2.1),ved,Cyklonavskiljare till grovdammsugare (aska),grovdammsugaren + kaminen,601099550601878,https://www.temu.com/se/g-601099550601878.html,,30.0,C,shelf,Biltema säljer cyklonavskiljare ~299 kr (ur minne); kräver egen hink + två slangar = montering; sannolikt < 199 kr på Temu. EJ VERIFIERAD 2026-09-04: WebSearch-budgeten var slut och Jula/Biltema/Rusta/Clas Ohlson/Bauhaus svarade 403/404/JS-skal på direktanrop. Hyllbedömningen är ur minne och markera,,,,,,UNKNOWN,,,,,,,Montering + förklaring.,False
30.0,?,?,False,,,dataset(V2.1),ved,"Presenningsklämmor 20-pack, låsande",presenningen över veden,601101536656064,https://www.temu.com/se/g-601101536656064.html,,30.0,ELIM,shelf,Biltema/Jula säljer presenningsklämmor 30–80 kr (ur minne); < 199 kr-klass. Löser symptomet — vedställsöverdraget (#1) löser objektet. EJ VERIFIERAD 2026-09-04: WebSearch-budgeten var slut och Jula/Biltema/Rusta/Clas Ohlson/Bauhaus svarade 403/404/JS-skal på direktanrop. Hyllbedömningen är ur minne ,,,,,,UNKNOWN,,,,,,,Pris.,False
30,GREEN,?,False,,,v22/fas2/bat.json,bat,Adjustable boat cover support poles,presenningsstod,601099524076707,https://www.temu.com/se/g-601099524076707.html,,,ELIM,shelf,FAIL,41,snippet,67.24,,1830,,,,,,,,"Uteslutet av uppdraget; Biltema Presenningsstötta teleskopisk finns i sortimentet. Ekonomin faller dessutom: 67,24 USD ger landad 702–823 kr, 999 kr blir bara 1,21–1,42×.",False
30,GREEN,?,False,,,v22/fas2/bat.json,bat,Boat cover support pole,presenningsstod,606413006967366,https://www.temu.com/se/g-606413006967366.html,,,ELIM,shelf,FAIL,0,snippet,84.52,,2300,,,,,,,,"Uteslutet koncept, dyrast av de tre.",False
30.0,GREEN,?,False,,,v22/fas2/djur.json,djur,(engelsk slug; svensk titel BLOCKED_SOURCE),Enkelt jordspett for hund,601101357057504,https://www.temu.com/se/g-601101357057504.html,,25.0,ELIM,ekonomi,PENDING_VERIFICATION,99,snippet+,8.0,,199.0,,,,,199.0,,Har du hunden i lina pa tomten?,$8 ger under 199 kr.,False
30.0,GREEN,?,False,,,v22/fas2/djur.json,djur,(engelsk slug; svensk titel BLOCKED_SOURCE),Galvat gnagarnat att klada in foderforradet med,601099743937582,https://www.temu.com/se/g-601099743937582.html,,25.0,ELIM,hyllan,FAIL,51,snippet,8.0,,199.0,,,Forvaringstunna Granngarden med lock 55L,,199.0,,Tar rattorna honsfodret?,Granngarden saljer Forvaringstunna med lock 55L; natet ar dessutom en byggvara i lopmeter i varje bygghandel.,False
30.0,GREEN,?,False,,,v22/fas2/djur.json,djur,(engelsk slug; svensk titel BLOCKED_SOURCE),Hangande hohack i tra for smadjur,601100301528192,https://www.temu.com/se/g-601100301528192.html,,25.0,ELIM,objekt,FAIL,11,snippet,11.0,,299.0,,,,,299.0,,,Smadjursbur inomhus - faller pa gate 1 (forvaras inomhus) och pa publiken.,False
30.0,GREEN,?,False,,,v22/fas2/djur.json,djur,(engelsk slug; svensk titel BLOCKED_SOURCE),Automatisk vattenkopp med flottorventil till hagen,605840853537677,https://www.temu.com/se/g-605840853537677.html,,25.0,ELIM,presens,FAIL,9,snippet,57.0,,1699.0,,,Kerbl/Granngarden vattenkoppar och varmebaljor,,1699.0,,Fryser vattnet i hagen?,"Samma fall som den uppvarmda honsvattenautomaten: skadan ligger i frostmanaderna, inte i september-oktober. Plus landad kostnad 595-698 kr.",False
30.0,GREEN,?,False,,,v22/fas2/djur.json,djur,(engelsk slug; svensk titel BLOCKED_SOURCE),Litet honshustillbehor (vindskyddspanel),601100630820537,https://www.temu.com/se/g-601100630820537.html,,25.0,ELIM,ekonomi,UNKNOWN,99,snippet+,6.0,,199.0,,,,,199.0,,Drar det i honshuset?,$6 ger under 199 kr svenskt pris.,False
30.0,GREEN,?,False,,,v22/fas2/djur.json,djur,(engelsk slug; svensk titel BLOCKED_SOURCE),Kantlist bildorr,606404031135008,https://www.temu.com/se/g-606404031135008.html,,25.0,ELIM,ekonomi,FAIL,80,snippet,6.0,,199.0,,,,,199.0,,,< 199 kr och hyllad.,False
30.0,GREEN,?,False,,,v22/fas2/djur.json,djur,(engelsk slug; svensk titel BLOCKED_SOURCE),Oxford-liggunderlag till hunden,605827163356891,https://www.temu.com/se/g-605827163356891.html,,25.0,ELIM,objekt,FAIL,20,snippet,10.0,,299.0,,,,,299.0,,,"Inomhusobjekt, forvaras inne, ingen hostfriktion.",False
30.0,?,?,False,,,v22/fas2/garage-fordon.json,garage-fordon,"Floor Jack Pad Universal Square Pinch Weld Protector Rubber Jack Pad, Jack Stand Adapter",Gummiadapter mellan domkraft och bilens lyftpunkt,601102470159691,https://www.temu.com/se/g-601102470159691.html,,30.0,ELIM,variant,FAIL,,,10.0,,272,,,,,,,Bucklar domkraften bilens tröskel?,Listningarna är modellspecifika (E46/E90/R56) — exakt 'SKU per maskinmodell' i den negativa rymden. Och 2–10 dollar ger ingen 300-kronorsprodukt.,False
30.0,?,?,False,,,v22/fas2/garage-fordon.json,garage-fordon,"Car Jack Rubber Pad, Jack Lift Frame Protection Adapter (BMW E81/E87/F20/E90/X1/X3/X4, MINI R53/R56)",Gummiadapter mellan domkraft och bilens lyftpunkt,601101720578866,https://www.temu.com/se/g-601101720578866.html,,30.0,ELIM,variant,FAIL,,,6.0,,163,,,,,,,Bucklar domkraften bilens tröskel?,Listningarna är modellspecifika (E46/E90/R56) — exakt 'SKU per maskinmodell' i den negativa rymden. Och 2–10 dollar ger ingen 300-kronorsprodukt.,False
30.0,GREEN,?,False,,,v22/fas2/garage-fordon.json,garage-fordon,"Motorcycle Portable Single-Sided Paddock Stand, Front and Rear Wheel Stand Support, Foldable Universal Tire Repairing To","Domkraft, pallbockar, hjulställ och paddockställ",601099529222914,https://www.temu.com/se/g-601099529222914.html,,25.0,ELIM,shelf,FAIL,11,snippet,40.0,,1089,,,Biltema Domkrafter / Jula Domkrafter (egna kategorisidor),,,,Byter du hjulen själv i höst?,Verkstadsutrustning är den mest hyllade varugruppen i hela svensk detaljhandel för bil.,False
30.0,GREEN,?,False,,,v22/fas2/garage-fordon.json,garage-fordon,2/2.5/3 Ton Low Profile Hydraulic Trolley Jack Combo with Jack Stands and Tire Repair Kit,"Domkraft, pallbockar, hjulställ och paddockställ",601099816986035,https://www.temu.com/se/g-601099816986035.html,,25.0,ELIM,shelf,FAIL,99,snippet+,60.0,,1633,,,Biltema Domkrafter / Jula Domkrafter (egna kategorisidor),,,,Byter du hjulen själv i höst?,Verkstadsutrustning är den mest hyllade varugruppen i hela svensk detaljhandel för bil.,False
30.0,?,?,False,,,v22/fas2/hus.json,hus,"3 Pack 6in Aluminum Gutter Guard, Anti-Blocking Drain Cover, Mesh Strainer Leaf Filter for Downspouts, Gutters, Roof Ven",lovsil-stuprorsgaller,601102437849405,https://www.temu.com/se/g-601102437849405.html,,30.0,ELIM,shelf,FAIL,,,,,,,,Biltema Lövskydd för hängränna (Ø 100 / Ø 120),,,,Rinner stupröret över när det regnar?,Biltema och Jula täcker formen fullständigt. Redan fallen i V2.,False
30.0,?,?,False,,,v22/fas2/hus.json,hus,"2 Pack Stainless Steel Gutter Guards, Drain Filter Strainer, Anti-Clogging Roof Gutter Downspout Blockage Metal",lovsil-stuprorsgaller,601099649565409,https://www.temu.com/se/g-601099649565409.html,,30.0,ELIM,shelf,FAIL,,,,,,,,Biltema Lövskydd för hängränna (Ø 100 / Ø 120),,,,Rinner stupröret över när det regnar?,Biltema och Jula täcker formen fullständigt. Redan fallen i V2.,False
30.0,?,?,False,,,v22/fas2/hus.json,hus,"Plastic Gutter Guard Downspout Filter, Anti-Blocking Drainage for Roof Gutters, Outdoor Drain Cover with Mesh",lovsil-stuprorsgaller,601099582902877,https://www.temu.com/se/g-601099582902877.html,,30.0,ELIM,shelf,FAIL,,,,,,,,Biltema Lövskydd för hängränna (Ø 100 / Ø 120),,,,Rinner stupröret över när det regnar?,Biltema och Jula täcker formen fullständigt. Redan fallen i V2.,False
30.0,?,?,False,,,v22/fas2/hus.json,hus,"1-4pcs Gutter Downspout Guards, Gutter Strainer, Drain Net Cover for Preventing Blockage",lovsil-stuprorsgaller,601099537432061,https://www.temu.com/se/g-601099537432061.html,,30.0,ELIM,shelf,FAIL,,,,,,,,Biltema Lövskydd för hängränna (Ø 100 / Ø 120),,,,Rinner stupröret över när det regnar?,Biltema och Jula täcker formen fullständigt. Redan fallen i V2.,False
30,?,?,False,,,v22/fas2/husvagn-mc.json,husvagn-mc,jack socket wrench scissor type automotive socket adapter for hand drill and ratchet,uppstallningsstod,601104279180548,https://www.temu.com/se/g-601104279180548.html,,,ELIM,economics,FAIL,,,,,,,,,,,,,Hylsa till borrmaskin — enkronorsprodukt i kedjornas verktygshylla.,False
30,?,?,False,,,v22/fas2/husvagn-mc.json,husvagn-mc,propane tank gauge level indicator leak detector gas pressure meter universal,gasoltuben,601099523850717,https://www.temu.com/se/g-601099523850717.html,,,ELIM,economics,FAIL,,,,,,,,,,,,,Samma prisklass och samma forklaringsproblem.,False
30.0,?,?,False,,,v22/fas2/jakt.json,jakt,"8pcs heavy duty elk wild meat bags, reusable large rolled game bags for hunting",Viltsack / game bags — flugskydd pa hangande kott,601099530355878,https://www.temu.com/se/g-601099530355878.html,,30.0,ELIM,shelf,FAIL,,,,,349.0,,,Biltema Viltsack 75x50 cm / 190x90 cm / 300x160 cm + Viltsack vattentat; Hylte V,,349.0,,Flugor pa algen i slaktboden?,Biltema saljer exakt formen i tre storlekar; Hylte och Jaktia har egna viltsackskategorier.,False
30.0,?,?,False,,,v22/fas2/jakt.json,jakt,"6 pack game bags, breathable meat storage bags for elk/deer/moose, reusable washable with reflective strips and ropes",Viltsack / game bags — flugskydd pa hangande kott,601101995689327,https://www.temu.com/se/g-601101995689327.html,,30.0,ELIM,shelf,FAIL,,,,,349.0,,,Biltema Viltsack 75x50 cm / 190x90 cm / 300x160 cm + Viltsack vattentat; Hylte V,,349.0,,Flugor pa algen i slaktboden?,Biltema saljer exakt formen i tre storlekar; Hylte och Jaktia har egna viltsackskategorier.,False
30.0,?,?,False,,,v22/fas2/tomt.json,tomt,"Stainless Steel Telescoping Leaf Rake, Width Adjustable Metal Garden Rake, Max 63 Inch",teleskopisk lövkratta med justerbar bredd,606218659721430,https://www.temu.com/se/g-606218659721430.html,,30.0,ELIM,hyllan,FAIL,,,14.0,,381,,,,,,,Faller löven snabbare än du hinner kratta?,Rakt in i den hylla uppdraget varnade för.,False
30.0,GREEN,?,False,,,v22/fas2/tomt.json,tomt,"25pcs Greenhouse Clips, Shade Net Clips, Plant Clips",växthusklips,606486222739811,https://www.temu.com/se/g-606486222739811.html,,25.0,ELIM,ekonomi,PENDING_VERIFICATION,99,snippet+,4.0,,109,,,,,,,Blåser rutorna ur växthuset?,"Riktig friktion, men landad 42–49 kr gör att den aldrig når 300 kr.",False
30.0,?,?,False,,,v22/fas2/tomt.json,tomt,"Heavy Duty Metal Garden Tool Organizer Rack With Storage Bags, Long Handled Tool Holder",redskapsställ för långskaftade trädgårdsredskap,605894188327796,https://www.temu.com/se/g-605894188327796.html,,30.0,ELIM,objekt,PENDING_VERIFICATION,,,37.0,,1007,,,,,,,Faller krattorna omkull i boden?,Gate 0 fäller den. Spöhållaren löste samma sorts kaos men för spön som ägaren bär med sig ut.,False
30.0,?,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,"log carrier bag, large canvas firewood tote bag with adjustable strap",vedbarare-vedsack,601099614843620,https://www.temu.com/g-601099614843620.html,,30.0,ELIM,shelf,FAIL,,,,,,,,"Jula vedsäck, vedkorg och vedförvaring; Jula/Biltema säckhållare",,,,Bär du in veden i armarna?,"Jula säljer vedsäck, vedkorg OCH vedförvaring; Clas Ohlson har vedkorgar.",False
30.0,?,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,"1pc log carriers bags with handle, firewood log carrier heavy duty fabric tote",vedbarare-vedsack,601099581806332,https://www.temu.com/g-601099581806332.html,,30.0,ELIM,shelf,FAIL,,,,,,,,"Jula vedsäck, vedkorg och vedförvaring; Jula/Biltema säckhållare",,,,Bär du in veden i armarna?,"Jula säljer vedsäck, vedkorg OCH vedförvaring; Clas Ohlson har vedkorgar.",False
30.0,?,?,False,,,v22/fas2/ved-eldstad.json,ved-eldstad,"heavy-duty PVC log carrier bag, outdoor firewood tote with reinforced handles",vedbarare-vedsack,601099583387103,https://www.temu.com/g-601099583387103.html,,30.0,ELIM,shelf,FAIL,,,,,,,,"Jula vedsäck, vedkorg och vedförvaring; Jula/Biltema säckhållare",,,,Bär du in veden i armarna?,"Jula säljer vedsäck, vedkorg OCH vedförvaring; Clas Ohlson har vedkorgar.",False
